,Rank,Name,Symbol,Market Cap,Price,Date
0,1,BTCBitcoin,BTC,67520408829.04,4087.66,2017-08-20
1,2,ETHEthereum,ETH,28375090432.8,301.43,2017-08-20
2,3,BCHBitcoin Cash,BCH,11764310194.35,712.87,2017-08-20
3,4,XRPXRP,XRP,6086526581.2,0.1587,2017-08-20
4,5,MIOTAIOTA,MIOTA,2618887031.87,0.9422,2017-08-20
5,6,XEMNEM,XEM,2442972063.75,0.2714,2017-08-20
6,7,LTCLitecoin,LTC,2429289240.67,46.23,2017-08-20
7,8,DASHDash,DASH,2207685200.12,294.2,2017-08-20
8,9,NEONeo,NEO,1909273910.52,38.19,2017-08-20
9,10,ETCEthereum Classic,ETC,1315544996.54,13.89,2017-08-20
10,11,OMGOmiseGO,OMG,829751378.64,8.44,2017-08-20
11,12,XMRMonero,XMR,818088875.55,54.71,2017-08-20
12,13,BCCBitConnect,BCC,757218360.43,116.77,2017-08-20
13,14,QTUMQtum,QTUM,695812333.11,11.79,2017-08-20
14,15,STRATStratis,STRAT,564013982.55,5.73,2017-08-20
15,16,WAVESWaves,WAVES,486464214.32,4.86,2017-08-20
16,17,ZECZcash,ZEC,483462666.48,241.07,2017-08-20
17,18,PAYTenX,PAY,423703702.96,4.05,2017-08-20
18,19,EOSEOS,EOS,405019933.11,1.37,2017-08-20
19,20,LSKLisk,LSK,378305360.12,3.4,2017-08-20
